Category Name,2nd Category,3rd Category,brand,Manufacture pin,Product Name,stock,description,Retail price inc GST, url, Image Url
Computer Systems,Computer Peripherals,Cable,Alogic,73595,ALOGIC 2m USB 3.0 Type A to Type A Extension Cable Male to Female,with In Stock,ALOGIC 2m USB 3.0 Type A to Type A Extension Cable Male to Female,5.5200,http://www.citywidetech.co.nz/p.aspx?64934,
Computer Systems,Computer Peripherals,Cable,Alogic,74054,ALOGIC 3m USB 3.0 Type A to Type A Cable  Male to Male,with In Stock,ALOGIC 3m USB 3.0 Type A to Type A Cable  Male to Male,6.4000,http://www.citywidetech.co.nz/p.aspx?64935,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,74057,VROVA 2 Port USB Wall Charger 5V/3.4A (2.4A + 1A)  BLACK,with In Stock,VROVA 2 Port USB Wall Charger 5V/3.4A (2.4A + 1A)  BLACK,14.5500,http://www.citywidetech.co.nz/p.aspx?64936,
Computer Systems,Computer Peripherals,Cable,Alogic,74058,VROVA 2 Port USB Wall Charger 5V/3.4A (2.4A + 1A) With USB C Charge/Sync  Cable,with In Stock,VROVA 2 Port USB Wall Charger 5V/3.4A (2.4A + 1A) With USB C Charge/Sync  Cable,21.0400,http://www.citywidetech.co.nz/p.aspx?64937,
Computer Systems,Portable Computers,Notebook,Asus,70973,ASUS ZENBOOK UX305UA-FC072T 13.3" INTEL i7-6500U 2.5GHz FHD 8GB MEMORY 128GB SSD USB3.0 Mhdmi WIN10,with In Stock,ASUS ZENBOOK UX305UA-FC072T 13.3" INTEL i7-6500U 2.5GHz FHD 8GB MEMORY 128GB SSD USB3.0 Mhdmi WIN10,1643.2400,http://www.citywidetech.co.nz/p.aspx?64938,
Computer Systems,Computer Peripherals,Hard Drive - External,Western Digital,72871,WD MY PASSPORT 4TB USB 3.0 EXTERNAL HDD BLACK,Out of stock,WD MY PASSPORT 4TB USB 3.0 EXTERNAL HDD BLACK,303.5900,http://www.citywidetech.co.nz/p.aspx?64939,
Computer Systems,Computer Peripherals,Hard Drive - External,Western Digital,72875,WD MY PASSPORT 4TB USB 3.0 EXTERNAL HDD WHITE,with In Stock,WD MY PASSPORT 4TB USB 3.0 EXTERNAL HDD WHITE,303.5900,http://www.citywidetech.co.nz/p.aspx?64940,
Computer Systems,Computer Peripherals,Hard Drive - External,Western Digital,72856,WD MY PASSPORT 1TB USB 3.0 EXTERNAL HDD RED,with In Stock,WD MY PASSPORT 1TB USB 3.0 EXTERNAL HDD RED,121.4300,http://www.citywidetech.co.nz/p.aspx?64941,
Computer Systems,Computer Components,SSD,Western Digital,72619,WD Blue 1TB 2.5 inch Internal SSD,with In Stock,WD Blue 1TB 2.5 inch Internal SSD,514.8600,http://www.citywidetech.co.nz/p.aspx?64942,
Computer Systems,Computer Components,SSD,Western Digital,72706,WD Green 120GB 2.5-inch Internal SSD,with In Stock,WD Green 120GB 2.5-inch Internal SSD,91.0800,http://www.citywidetech.co.nz/p.aspx?64943,
Computer Systems,Computer Components,SSD,Western Digital,72708,WD Green 240GB M.2 Internal SSD,with In Stock,WD Green 240GB M.2 Internal SSD,141.6800,http://www.citywidetech.co.nz/p.aspx?64944,
Computer Systems,Computer Components,SSD,Western Digital,72617,WD Blue 250GB 2.5 inch Internal SSD,with In Stock,WD Blue 250GB 2.5 inch Internal SSD,161.9200,http://www.citywidetech.co.nz/p.aspx?64945,
Computer Systems,Computer Components,SSD,Western Digital,75474,WD Blue 3D NAND 250GB 2.5 inch SATA Internal SSD,with In Stock,WD Blue 3D NAND 250GB 2.5 inch SATA Internal SSD,170.7800,http://www.citywidetech.co.nz/p.aspx?64946,
Computer Systems,Computer Components,SSD,Western Digital,72618,WD Blue 500GB 2.5 inch Internal SSD,Out of stock,WD Blue 500GB 2.5 inch Internal SSD,271.9800,http://www.citywidetech.co.nz/p.aspx?64947,
Network,,Networking - Switch,Netgear,66949,NETGEAR GS728TXP S3300-28X-POE+ PROSAFE 24-PORT POE+ GIGABIT STACKABLE SMART SWITCH 4X10G PORTS,with In Stock,NETGEAR GS728TXP S3300-28X-POE+ PROSAFE 24-PORT POE+ GIGABIT STACKABLE SMART SWITCH 4X10G PORTS,1728.3900,http://www.citywidetech.co.nz/p.aspx?64948,
Network,,Networking - Switch,Netgear,64011,NETGEAR GS748T PROSAFE 48-PORT SMART GIGABIT SWITCH,Out of stock,NETGEAR GS748T PROSAFE 48-PORT SMART GIGABIT SWITCH,642.4800,http://www.citywidetech.co.nz/p.aspx?64949,
Network,,Networking - Switch,Netgear,65068,NETGEAR GS752TP PROSAFE 48-PORT GIGABIT SMART SWITCH WITH POE AND 4 SFP PORTS,Out of stock,NETGEAR GS752TP PROSAFE 48-PORT GIGABIT SMART SWITCH WITH POE AND 4 SFP PORTS,1237.9500,http://www.citywidetech.co.nz/p.aspx?64950,
Computer Systems,Computer Peripherals,Cable,Alogic,73938,ALOGIC 0.5m PRO SERIES COMMERCIAL High Speed HDMI Cable with Ethernet Ver 2.0  Male to Male,with In Stock,ALOGIC 0.5m PRO SERIES COMMERCIAL High Speed HDMI Cable with Ethernet Ver 2.0  Male to Male,4.7200,http://www.citywidetech.co.nz/p.aspx?64951,
Computer Systems,Computer Peripherals,Cable,Alogic,73939,ALOGIC 1m FLAT High Speed HDMI with Ethernet Cable  Male to Male,with In Stock,ALOGIC 1m FLAT High Speed HDMI with Ethernet Cable  Male to Male,5.6400,http://www.citywidetech.co.nz/p.aspx?64952,
Computer Systems,Computer Peripherals,Cable,Alogic,73940,ALOGIC 2m FLAT High Speed HDMI with Ethernet Cable  Male to Male,with In Stock,ALOGIC 2m FLAT High Speed HDMI with Ethernet Cable  Male to Male,7.5900,http://www.citywidetech.co.nz/p.aspx?64953,
Computer Systems,Computer Components,Memory - DIMM,Kingston,73141,Kingston 16GB 2400MHz DDR4 Non-ECC CL17 DIMM 2Rx8,Out of stock,Kingston 16GB 2400MHz DDR4 Non-ECC CL17 DIMM 2Rx8,285.1400,http://www.citywidetech.co.nz/p.aspx?64954,
Computer Systems,Computer Components,Memory - DIMM,Kingston,74549,Kingston 8GB 2400MHz DDR4 Non-ECC CL17 DIMM (Kit of 2) 1Rx8,with In Stock,Kingston 8GB 2400MHz DDR4 Non-ECC CL17 DIMM (Kit of 2) 1Rx8,151.8300,http://www.citywidetech.co.nz/p.aspx?64955,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,73505,Kingston 4GB 2400MHz DDR4 Non-ECC CL17 SODIMM 1Rx8,with In Stock,Kingston 4GB 2400MHz DDR4 Non-ECC CL17 SODIMM 1Rx8,76.9000,http://www.citywidetech.co.nz/p.aspx?64956,
Software,,Software - Windows OS,Microsoft,70023,WINDOWS HOME 10 32-BIT/64-BIT ENG USB FPP,with In Stock,WINDOWS HOME 10 32-BIT/64-BIT ENG USB FPP,174.5700,http://www.citywidetech.co.nz/p.aspx?64957,
Software,,Software - Windows OS,Microsoft,67353,MICROSOFT WINDOWS? HOME 10 64BIT ENG INTL 1PK DSP OEI DVD10,with In Stock,MICROSOFT WINDOWS? HOME 10 64BIT ENG INTL 1PK DSP OEI DVD10,164.4500,http://www.citywidetech.co.nz/p.aspx?64958,
Computer Systems,Computer Peripherals,Keyboard,Microsoft,63743,SCULPT COMFORT DESKTOP,with In Stock,SCULPT COMFORT DESKTOP,95.0900,http://www.citywidetech.co.nz/p.aspx?64959,
Computer Systems,Computer Peripherals,Keyboard,Microsoft,63298,SCULPT ERGONOMIC DSKTP USB,with In Stock,SCULPT ERGONOMIC DSKTP USB,147.8300,http://www.citywidetech.co.nz/p.aspx?64960,
Computer Systems,Computer Peripherals,Mouse,Rapoo,65699,RAPOO M10 WIRELESS ENTRY LEVEL 3 KEY MOUSE PAPER PACKAGING BLACK,with In Stock,RAPOO M10 WIRELESS ENTRY LEVEL 3 KEY MOUSE PAPER PACKAGING BLACK,11.7600,http://www.citywidetech.co.nz/p.aspx?64961,
Computer Systems,Computer Peripherals,UPS,Eaton,57182,EATON PULSAR EVOLUTION M68457 1550VAEVLI1550T LINE INTERACTIVE UPS - CLEARANCE,with In Stock,EATON PULSAR EVOLUTION M68457 1550VAEVLI1550T LINE INTERACTIVE UPS - CLEARANCE,1086.6400,http://www.citywidetech.co.nz/p.aspx?64962,
Computer Systems,Computer Components,Motherboards,Asus,70883,ASUS MAXIMUS VIII EXTREME/ASSEMBLY INTEL Z170 E-ATX SKYLAKE SOCKET 1151 4XDDR4-3800 PCI-E3.0 USB3.1 SATA3 M.2 RAID HDMI/DISPLAYPORT,with In Stock,ASUS MAXIMUS VIII EXTREME/ASSEMBLY INTEL Z170 E-ATX SKYLAKE SOCKET 1151 4XDDR4-3800 PCI-E3.0 USB3.1 SATA3 M.2 RAID HDMI/DISPLAYPORT,757.7400,http://www.citywidetech.co.nz/p.aspx?64963,
Storage Media,,Memory Card,Kingston,58649,KINGSTON 16GB MICROSDHC CLASS 10 WITH A FULL-SIZE SD ADAPTER AND USB READER,with In Stock,KINGSTON 16GB MICROSDHC CLASS 10 WITH A FULL-SIZE SD ADAPTER AND USB READER,15.8100,http://www.citywidetech.co.nz/p.aspx?64964,
Storage Media,,Memory Card,Kingston,58645,KINGSTON 16GB MICROSDHC CLASS 4 WITH A FULL-SIZE SD ADAPTER AND USB READER,Out of stock,KINGSTON 16GB MICROSDHC CLASS 4 WITH A FULL-SIZE SD ADAPTER AND USB READER,13.4100,http://www.citywidetech.co.nz/p.aspx?64965,
Storage Media,,Memory Card,Kingston,58646,KINGSTON 32GB MICROSDHC CLASS 4 WITH A FULL-SIZE SD ADAPTER AND USB READER,with In Stock,KINGSTON 32GB MICROSDHC CLASS 4 WITH A FULL-SIZE SD ADAPTER AND USB READER,20.8700,http://www.citywidetech.co.nz/p.aspx?64966,
Computer Systems,Computer Peripherals,Cable,Dlink,75113,D-LINK 2 METRE CAT6 UTP FLAT PATCH CORD WITH UNBREAKABLE CONNECTOR (BLUE),with In Stock,D-LINK 2 METRE CAT6 UTP FLAT PATCH CORD WITH UNBREAKABLE CONNECTOR (BLUE),17.7100,http://www.citywidetech.co.nz/p.aspx?64967,
Computer Systems,Computer Peripherals,Computer Accessories,Asus,65234,ASUS NFC EXPRESS 2 & WIRELESS CHARGER USB 3.0 NFC BLUETOOTH PAIRING WIRELESS CHARGING DEVICE,with In Stock,ASUS NFC EXPRESS 2 & WIRELESS CHARGER USB 3.0 NFC BLUETOOTH PAIRING WIRELESS CHARGING DEVICE,49.3400,http://www.citywidetech.co.nz/p.aspx?64968,
Computer Systems,Portable Computers,Notebook,Acer,74798,ACER CHROMEBOOK C731 11.6 CELERON QUAD CORE N3160 2.58GHZ 2GB RAM 16GB SSD NO ODD GOOGLE CHROME OS 1 YEAR WARRANTY,with In Stock,ACER CHROMEBOOK C731 11.6 CELERON QUAD CORE N3160 2.58GHZ 2GB RAM 16GB SSD NO ODD GOOGLE CHROME OS 1 YEAR WARRANTY,373.1800,http://www.citywidetech.co.nz/p.aspx?64969,
Computer Systems,Computer Peripherals,Keyboard,Rapoo,70144,RAPOO NX1710 WIRED OPTICAL MOUSE KEYBOARD COMBO,with In Stock,RAPOO NX1710 WIRED OPTICAL MOUSE KEYBOARD COMBO,17.7100,http://www.citywidetech.co.nz/p.aspx?64970,
Computer Systems,Computer Components,Optical Drive/CD/DVD/Blu-ray,Lenovo,66136,THINKCENTRE TINY-IN-ONE SUPER BURNER,with In Stock,THINKCENTRE TINY-IN-ONE SUPER BURNER,105.5900,http://www.citywidetech.co.nz/p.aspx?64971,
Computer Systems,Computer Peripherals,Computer Accessories,Aerocool,75620,ORICO 2.5 INCH SATA USB3.0  TRANSPARENT ENCLOSURE-CLEAR,Out of stock,ORICO 2.5 INCH SATA USB3.0  TRANSPARENT ENCLOSURE-CLEAR,28.9300,http://www.citywidetech.co.nz/p.aspx?64972,
Computer Systems,Computer Components,Motherboards,Asus,74929,ASUS ROG CROSSHAIR VI EXTREME AMD X370 AM4 SOCKET E-ATX 4XDDR4-3200 PCI-E3.0 SATA M.2 RAID 2-WAY SLI / 3-WAY CROSSFIREX,with In Stock,ASUS ROG CROSSHAIR VI EXTREME AMD X370 AM4 SOCKET E-ATX 4XDDR4-3200 PCI-E3.0 SATA M.2 RAID 2-WAY SLI / 3-WAY CROSSFIREX,681.8400,http://www.citywidetech.co.nz/p.aspx?64973,
Storage Media,,USB Flash Drive,SanDisk,74754,SanDisk Cruzer Edge USB Flash Drive CZ51 32GB USB2.0 Blue with Light Grey slider compact design 5Y,with In Stock,SanDisk Cruzer Edge USB Flash Drive CZ51 32GB USB2.0 Blue with Light Grey slider compact design 5Y,20.2400,http://www.citywidetech.co.nz/p.aspx?64974,
Storage Media,,USB Flash Drive,SanDisk,75078,SANDISK CRUZER DIAL USB FLASH DRIVER CZ57 64GBUSB2.0BLACH WITH RED ACCENDT2Y,with In Stock,SANDISK CRUZER DIAL USB FLASH DRIVER CZ57 64GBUSB2.0BLACH WITH RED ACCENDT2Y,40.4800,http://www.citywidetech.co.nz/p.aspx?64975,
Storage Media,,USB Flash Drive,SanDisk,74958,SANDISK ULTRA FLAIR USB 3.0 FLASH DRIVE CZ73 16GB USB3.0 FASHIONABLE METAL CASING 5Y,with In Stock,SANDISK ULTRA FLAIR USB 3.0 FLASH DRIVE CZ73 16GB USB3.0 FASHIONABLE METAL CASING 5Y,18.9800,http://www.citywidetech.co.nz/p.aspx?64976,
Storage Media,,USB Flash Drive,SanDisk,74962,SANDISK EXTREME GO USB 3.1 FLASH DRIVE CZ800 64GB USB3.1 BLACK RETRACTABLE LIFETIME LIMITED,with In Stock,SANDISK EXTREME GO USB 3.1 FLASH DRIVE CZ800 64GB USB3.1 BLACK RETRACTABLE LIFETIME LIMITED,87.2900,http://www.citywidetech.co.nz/p.aspx?64977,
Computer Systems,Desktops,Desktop PC - Commercial,Lenovo,62034,LENOVO VXL MD12-Z-F9R7 XTONAPRO; LINUX; 8GB FL; 2GB RAM; VIA 1.0GHZ DUAL CORE; ANZ POWER CORD,with In Stock,LENOVO VXL MD12-Z-F9R7 XTONAPRO; LINUX; 8GB FL; 2GB RAM; VIA 1.0GHZ DUAL CORE; ANZ POWER CORD,704.0100,http://www.citywidetech.co.nz/p.aspx?64978,
Computer Systems,Desktops,Desktop PC - Commercial,Lenovo,61989,LENOVO VXL VTONA V200 ZERO CLIENT; 0 FL; 512MB RAM TERADICI PCOIP 2321,with In Stock,LENOVO VXL VTONA V200 ZERO CLIENT; 0 FL; 512MB RAM TERADICI PCOIP 2321,736.9000,http://www.citywidetech.co.nz/p.aspx?64979,
Displays,,Monitor,Asus,74167,ASUS VZ27AQ 27" WIDE IPS 2560X1440 8000000:1 5ms VGA DISPLAY PORT HDMI SPEAKER 3 YEARS PIXEL PERFECT MONITOR,with In Stock,ASUS VZ27AQ 27" WIDE IPS 2560X1440 8000000:1 5ms VGA DISPLAY PORT HDMI SPEAKER 3 YEARS PIXEL PERFECT MONITOR,638.8300,http://www.citywidetech.co.nz/p.aspx?64980,
Network,,Networking - Access Point,Netgear,75932,NETGEAR WAC505  INSIGHT MANAGED SMART CLOUD WIRELESS ACCESS POINT,with In Stock,NETGEAR WAC505  INSIGHT MANAGED SMART CLOUD WIRELESS ACCESS POINT,167.9400,http://www.citywidetech.co.nz/p.aspx?64981,
Network,,Networking - Access Point,Netgear,73402,NETGEAR WAC510 AC WIFI BUSINESS ACCESS POINT WITH NETGEAR INSIGHT APP FOR EASY MANAGEMENT,with In Stock,NETGEAR WAC510 AC WIFI BUSINESS ACCESS POINT WITH NETGEAR INSIGHT APP FOR EASY MANAGEMENT,192.6700,http://www.citywidetech.co.nz/p.aspx?64982,
Network,,Networking - Access Point,Netgear,72469,NETGEAR WAC720 PROSAFE DUALBAND 2 X 2 AC1200 ACCESS POINT BUNDLE (3 X WAC720),with In Stock,NETGEAR WAC720 PROSAFE DUALBAND 2 X 2 AC1200 ACCESS POINT BUNDLE (3 X WAC720),1494.1700,http://www.citywidetech.co.nz/p.aspx?64983,
Network,,Networking - Access Point,Netgear,70368,NETGEAR WAC730 PROSAFE DUALBAND 3 X 3 AC1750 ACCESS POINT,with In Stock,NETGEAR WAC730 PROSAFE DUALBAND 3 X 3 AC1750 ACCESS POINT,839.8700,http://www.citywidetech.co.nz/p.aspx?64984,
Network,,Networking - Access Point,Netgear,71642,NETGEAR WC9500 WC9500 PROSAFE 200-AP WIRELESS CONTROLLER,with In Stock,NETGEAR WC9500 WC9500 PROSAFE 200-AP WIRELESS CONTROLLER,6345.5400,http://www.citywidetech.co.nz/p.aspx?64985,
Computer Systems,Computer Components,Hard Drive - Internal,Western Digital,70059,WD BLUE 2TB SATA3 5400 RPM 64MB CACHE,with In Stock,WD BLUE 2TB SATA3 5400 RPM 64MB CACHE,116.3800,http://www.citywidetech.co.nz/p.aspx?64986,
Computer Systems,Computer Components,Hard Drive - Internal,Western Digital,60564,WD RED 3000GB (3TB) SATA3 64MB CACHE FOR NAS,with In Stock,WD RED 3000GB (3TB) SATA3 64MB CACHE FOR NAS,194.1800,http://www.citywidetech.co.nz/p.aspx?64987,
Computer Systems,Computer Components,SSD,Western Digital,73133,WD BLACK 512GB M.2 PCIe NVMe SSD,Out of stock,WD BLACK 512GB M.2 PCIe NVMe SSD,352.9400,http://www.citywidetech.co.nz/p.aspx?64988,
Computer Systems,Computer Peripherals,Cable,Alogic,74012,ALOGIC 3m CARBON SERIES High Speed HDMI with Ethernet Cable  Male to Male VER 2.0,with In Stock,ALOGIC 3m CARBON SERIES High Speed HDMI with Ethernet Cable  Male to Male VER 2.0,13.2700,http://www.citywidetech.co.nz/p.aspx?64989,
Computer Systems,Computer Components,Graphics Card,Asus,73049,ASUS PH-GTX1050-2G PHOENIX GTX1050 2GB GDDR5 PCI-E3.0 DVI-D HDMI DISPLAY PORT,with In Stock,ASUS PH-GTX1050-2G PHOENIX GTX1050 2GB GDDR5 PCI-E3.0 DVI-D HDMI DISPLAY PORT,213.7900,http://www.citywidetech.co.nz/p.aspx?64990,
Computer Systems,Computer Components,Graphics Card,Asus,74519,ASUS POSEIDON-GTX1080TI-P11G-GAMING POSEIDON GTX1080TI PLATINUM EDITION 11GB GDDR5X PCI-E3.0 DVI-D HDMI DISPLAY PORT,Out of stock,ASUS POSEIDON-GTX1080TI-P11G-GAMING POSEIDON GTX1080TI PLATINUM EDITION 11GB GDDR5X PCI-E3.0 DVI-D HDMI DISPLAY PORT,1795.0400,http://www.citywidetech.co.nz/p.aspx?64991,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,75415,ALOGIC USB-C Power Dock with 100W Power Adapter - Prime Series,Out of stock,ALOGIC USB-C Power Dock with 100W Power Adapter - Prime Series,204.3500,http://www.citywidetech.co.nz/p.aspx?64992,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,75414,ALOGIC USB-C Desktop Slim Dock with Power Delivery,Out of stock,ALOGIC USB-C Desktop Slim Dock with Power Delivery,189.7500,http://www.citywidetech.co.nz/p.aspx?64993,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73545,Alogic 3-in-1 USB-C to HDMI DVI VGA Adapter - Male to 3-Female - Premium Series,with In Stock,Alogic 3-in-1 USB-C to HDMI DVI VGA Adapter - Male to 3-Female - Premium Series,46.0200,http://www.citywidetech.co.nz/p.aspx?64994,
Computer Systems,Desktops,Desktop PC - Commercial,Acer,74918,ACER VERITON N4640G TINY PC CELERON G3900T 2.6GHZ 4GB 500GB HDD WIRELS BT USB KBD MSE NO ODD WIN10 PRO 3 YRS ONSITE WAR,with In Stock,ACER VERITON N4640G TINY PC CELERON G3900T 2.6GHZ 4GB 500GB HDD WIRELS BT USB KBD MSE NO ODD WIN10 PRO 3 YRS ONSITE WAR,736.2300,http://www.citywidetech.co.nz/p.aspx?64995,
Computer Systems,Computer Components,Power Supplies,FSP,75472,FSP HYDRO PTM 650W FULL MODULAR PSU WITH 80+ PLATINUM HIGH EFFICIENCY=92% ACTIVE PFC=99%MEPS READY 10 YEARS WARRANTY,Out of stock,FSP HYDRO PTM 650W FULL MODULAR PSU WITH 80+ PLATINUM HIGH EFFICIENCY=92% ACTIVE PFC=99%MEPS READY 10 YEARS WARRANTY,188.4900,http://www.citywidetech.co.nz/p.aspx?64996,
Video Gaming,Video Game Systems,Hand-held Game,PAROT,70576,PARROT MINIDRONE AIRBORNE CARGO MARS,with In Stock,PARROT MINIDRONE AIRBORNE CARGO MARS,162.3200,http://www.citywidetech.co.nz/p.aspx?64997,
Displays,,Monitor,Asus,70536,ASUS PG279Q 27" WIDE IPS LED 2560X1400 16:9  10000000:1 4ms(GTG) DisplayPort HDMI USB3.0 SPEAKER 3 YEAR PIXEL PERFECT MONITOR,Out of stock,ASUS PG279Q 27" WIDE IPS LED 2560X1400 16:9  10000000:1 4ms(GTG) DisplayPort HDMI USB3.0 SPEAKER 3 YEAR PIXEL PERFECT MONITOR,1492.7000,http://www.citywidetech.co.nz/p.aspx?64998,
Displays,,Monitor,Asus,71542,ASUS PG27AQ 27" WLED AH-IPS 3840X2160 4K 16:9 10000000:1 4ms HDMI DISPLAY PORT SPEAKER 3 YEAR PIXEL PERFECT MONITOR,with In Stock,ASUS PG27AQ 27" WLED AH-IPS 3840X2160 4K 16:9 10000000:1 4ms HDMI DISPLAY PORT SPEAKER 3 YEAR PIXEL PERFECT MONITOR,1657.1500,http://www.citywidetech.co.nz/p.aspx?64999,
Computer Systems,Computer Components,Motherboards,Asus,73048,ASUS ROG STRIX B250F GAMING INTEL B250 ATX KABYLAKE SOCKET 1151 4XDDR4-2400 PCI-E3.0 USB3.1 SATA3 M.2 HDMI/DVI-D/DISPLAY PORT,with In Stock,ASUS ROG STRIX B250F GAMING INTEL B250 ATX KABYLAKE SOCKET 1151 4XDDR4-2400 PCI-E3.0 USB3.1 SATA3 M.2 HDMI/DVI-D/DISPLAY PORT,226.4400,http://www.citywidetech.co.nz/p.aspx?65000,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,74028,ALOGIC USB 3.1 USB-C to USB-A OTG Adapter  Male to Female,with In Stock,ALOGIC USB 3.1 USB-C to USB-A OTG Adapter  Male to Female,5.6400,http://www.citywidetech.co.nz/p.aspx?65001,
Video Gaming,Video Game Systems,TV Game Software,Microsoft,71261,XBOX ONE QUANTUM BREAK R16,with In Stock,XBOX ONE QUANTUM BREAK R16,41.2100,http://www.citywidetech.co.nz/p.aspx?65002,
Computer Systems,Computer Peripherals,Mouse,Microsoft,64074,WIRELESS MOBILE MOUSE 1850 COAL BLACK,with In Stock,WIRELESS MOBILE MOUSE 1850 COAL BLACK,18.3300,http://www.citywidetech.co.nz/p.aspx?65003,
Computer Systems,Computer Peripherals,Mouse,Microsoft,64081,WIRELESS MOBILE MOUSE 1850 PANTONE PURPLE,with In Stock,WIRELESS MOBILE MOUSE 1850 PANTONE PURPLE,18.3300,http://www.citywidetech.co.nz/p.aspx?65004,
Video Gaming,Video Game Systems,TV Game Software,Microsoft,66603,XBOX ONE SCREAM RIDE,with In Stock,XBOX ONE SCREAM RIDE,30.9700,http://www.citywidetech.co.nz/p.aspx?65005,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,74029,VROVA USB Type C SuperSpeed 4 Port USB Type A Hub,with In Stock,VROVA USB Type C SuperSpeed 4 Port USB Type A Hub,24.9100,http://www.citywidetech.co.nz/p.aspx?65006,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73561,VROVA USB-C Dual Display Docking Station with Power Delivery,with In Stock,VROVA USB-C Dual Display Docking Station with Power Delivery,307.9800,http://www.citywidetech.co.nz/p.aspx?65007,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,74092,VROVA USB3.1 Type-C to Gigabit Ethernet Adapter - BLACK,with In Stock,VROVA USB3.1 Type-C to Gigabit Ethernet Adapter - BLACK,29.6300,http://www.citywidetech.co.nz/p.aspx?65008,
Computer Systems,Computer Peripherals,Cable,Alogic,73589,ALOGIC 1m USB 3.0 Type A to Type B Cable Male to Male,with In Stock,ALOGIC 1m USB 3.0 Type A to Type B Cable Male to Male,4.6300,http://www.citywidetech.co.nz/p.aspx?65009,
Computer Systems,Computer Peripherals,Cable,Alogic,74049,ALOGIC 1m USB 3.0 Type A to Type B Micro Cable  Male to Male,with In Stock,ALOGIC 1m USB 3.0 Type A to Type B Micro Cable  Male to Male,4.5000,http://www.citywidetech.co.nz/p.aspx?65010,
Computer Systems,Computer Components,Motherboards,Asus,72786,ASUS ROG STRIX Z270H GAMING INTEL Z270 ATX KABYLAKE SOCKET 1151 4XDDR4-3866 PCI-E3.0 USB3.1 SATA3 M.2 RAID HDMI/DVI-D PORT,with In Stock,ASUS ROG STRIX Z270H GAMING INTEL Z270 ATX KABYLAKE SOCKET 1151 4XDDR4-3866 PCI-E3.0 USB3.1 SATA3 M.2 RAID HDMI/DVI-D PORT,278.3000,http://www.citywidetech.co.nz/p.aspx?65011,
Computer Systems,Computer Components,SSD,Kingston,74404,KINGSTON A400 120GB SATA 3 2.5" SSD,with In Stock,KINGSTON A400 120GB SATA 3 2.5" SSD,93.6100,http://www.citywidetech.co.nz/p.aspx?65012,
Computer Systems,Computer Components,SSD,Kingston,74405,KINGSTON A400 240GB SATA 3 2.5" SSD,with In Stock,KINGSTON A400 240GB SATA 3 2.5" SSD,145.4800,http://www.citywidetech.co.nz/p.aspx?65013,
Computer Systems,Portable Computers,Tablet,Acer,72124,ACER ASPIRE SWITCH ALPHA 12 SA5-271P-52UK CONVERTIBLE 12" IPS QHD CORE I5-6200U DC 2.3GHZ 8GB RAM 256GB SSD WIN10 PRO KBD AND STYLUS 1 YR WARRANTY,Out of stock,ACER ASPIRE SWITCH ALPHA 12 SA5-271P-52UK CONVERTIBLE 12" IPS QHD CORE I5-6200U DC 2.3GHZ 8GB RAM 256GB SSD WIN10 PRO KBD AND STYLUS 1 YR WARRANTY,1547.1000,http://www.citywidetech.co.nz/p.aspx?65014,
Computer Systems,Portable Computers,Tablet,Acer,72125,ACER ASPIRE SWITCH ALPHA 12 SA5-271P-762G CONVERTIBLE 12" IPS QHD CORE I7-6500U DC 2.5GHZ 8GB RAM 256GB SSD WIN10 PRO KBD AND STYLUS 1 YR WARRANTY,Out of stock,ACER ASPIRE SWITCH ALPHA 12 SA5-271P-762G CONVERTIBLE 12" IPS QHD CORE I7-6500U DC 2.5GHZ 8GB RAM 256GB SSD WIN10 PRO KBD AND STYLUS 1 YR WARRANTY,1825.4000,http://www.citywidetech.co.nz/p.aspx?65015,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73608,VROVA Smartbox 14 Bay Notebook & Tablet Charging Cabinet Up to 14" Devices,Out of stock,VROVA Smartbox 14 Bay Notebook & Tablet Charging Cabinet Up to 14" Devices,863.8400,http://www.citywidetech.co.nz/p.aspx?65016,
Computer Systems,Computer Components,Optical Drive/CD/DVD/Blu-ray,Asus,71543,ASUS IMPRESARIO SBW-S1 PRO EXTERNAL BLU-RAY WRITER WITH TRUE 7.1-CHANNEL SOUND CARD - GOLD,Out of stock,ASUS IMPRESARIO SBW-S1 PRO EXTERNAL BLU-RAY WRITER WITH TRUE 7.1-CHANNEL SOUND CARD - GOLD,297.2800,http://www.citywidetech.co.nz/p.aspx?65017,
Storage Media,,Memory Card,Kingston,70568,KINGSTON 16GB SDHC Class10 UHS-I 80MB/s Read Flash Card Far East Retail,with In Stock,KINGSTON 16GB SDHC Class10 UHS-I 80MB/s Read Flash Card Far East Retail,14.5500,http://www.citywidetech.co.nz/p.aspx?65018,
Storage Media,,Memory Card,Kingston,70569,KINGSTON 64GB SDHC Class10 UHS-I 80MB/s Read Flash Card Far East Retail,with In Stock,KINGSTON 64GB SDHC Class10 UHS-I 80MB/s Read Flash Card Far East Retail,42.7600,http://www.citywidetech.co.nz/p.aspx?65019,
