Category Name,2nd Category,3rd Category,brand,Manufacture pin,Product Name,stock,description,Retail price inc GST, url, Image Url
Computer Systems,Computer Components,CPU / Processor,Intel,74630,Intel Core i9 7900X 3.30GHz Processor Socket 2066 (13.75MB Cache) - Without Cooler,with In Stock,Intel Core i9 7900X 3.30GHz Processor Socket 2066 (13.75MB Cache) - Without Cooler,1726.7300,http://www.citywidetech.co.nz/p.aspx?63132,
Computer Systems,Computer Components,CPU / Processor,Intel,75645,Intel i9-7980XE 18 Cores 2.6GHz 24.75MB Cache LGA2066 Extreme Edition Processor,Out of stock,Intel i9-7980XE 18 Cores 2.6GHz 24.75MB Cache LGA2066 Extreme Edition Processor,3434.4800,http://www.citywidetech.co.nz/p.aspx?63133,
Computer Systems,Computer Components,CPU / Processor,Intel,73055,INTEL CORE I3 7100 3.90 GHZ 3M LGA 1151 PROCESSOR,with In Stock,INTEL CORE I3 7100 3.90 GHZ 3M LGA 1151 PROCESSOR,185.9600,http://www.citywidetech.co.nz/p.aspx?63134,
Computer Systems,Computer Components,CPU / Processor,Intel,75266,INTEL CORE I5 8400 6 Cores 6 Threads 2.80 GHZ 9M Cache LGA 1151 PROCESSOR,Out of stock,INTEL CORE I5 8400 6 Cores 6 Threads 2.80 GHZ 9M Cache LGA 1151 PROCESSOR,351.6700,http://www.citywidetech.co.nz/p.aspx?63135,
Computer Systems,Computer Components,CPU / Processor,Intel,75269,INTEL CORE I7 8700K 6 Cores 12 Threads 3.70 GHZ 12M Cache LGA 1151 PROCESSOR- - WITHOUT COOLER,Out of stock,INTEL CORE I7 8700K 6 Cores 12 Threads 3.70 GHZ 12M Cache LGA 1151 PROCESSOR- - WITHOUT COOLER,695.7500,http://www.citywidetech.co.nz/p.aspx?63136,
Computer Systems,Portable Computers,Notebook,Asus,74869,ASUS CHROMEBOOK FLIP C213NA-BU0027 11.6" HD N3350 CPU 4GB MEMORY 32GB STORAGE TOUCH CHROME OPERATING SYSTEM 1YEAR WARRANTY,with In Stock,ASUS CHROMEBOOK FLIP C213NA-BU0027 11.6" HD N3350 CPU 4GB MEMORY 32GB STORAGE TOUCH CHROME OPERATING SYSTEM 1YEAR WARRANTY,605.9400,http://www.citywidetech.co.nz/p.aspx?63137,
Computer Systems,Portable Computers,Notebook,Asus,74870,ASUS CHROMEBOOK FLIP C302CA-GU001 12.5" HD INTEL M3-6Y30 CPU 4GB MEMORY 32GB STORAGE TOUCH CHROME OPERATION SYSTEM 1 YEAR WARRANTY - SILVER,with In Stock,ASUS CHROMEBOOK FLIP C302CA-GU001 12.5" HD INTEL M3-6Y30 CPU 4GB MEMORY 32GB STORAGE TOUCH CHROME OPERATION SYSTEM 1 YEAR WARRANTY - SILVER,845.9900,http://www.citywidetech.co.nz/p.aspx?63138,https://www.citywidetech.co.nz/pi/63138.png
Computer Systems,Computer Peripherals,Cable,Alogic,73848,ALOGIC 5m Blue CAT5e network Cable,with In Stock,ALOGIC 5m Blue CAT5e network Cable,4.7200,http://www.citywidetech.co.nz/p.aspx?63139,
Computer Systems,Computer Peripherals,Cable,Alogic,73849,ALOGIC 10m Blue CAT5e network Cable,with In Stock,ALOGIC 10m Blue CAT5e network Cable,8.6000,http://www.citywidetech.co.nz/p.aspx?63140,
Software,,Software - OEM,BullGuard,64148,BULLGUARD INTERNET SECURITY OEM 25 PACK,with In Stock,BULLGUARD INTERNET SECURITY OEM 25 PACK,492.0900,http://www.citywidetech.co.nz/p.aspx?63141,
Software,,Software - Retail,BullGuard,73406,BULLGUARD MOBILE SECURITY 1YEAR 3USERS - MOBILE TEAR STRIP,with In Stock,BULLGUARD MOBILE SECURITY 1YEAR 3USERS - MOBILE TEAR STRIP,12.6500,http://www.citywidetech.co.nz/p.aspx?63142,
Displays,,Monitor,BenQ,72965,BENQ  BL2711U 27 INCH PROFESSIONAL DESIGN MONITOR WITH 4K (3840X2160 UHD) IPS PANEL 100% SRGB CAD/CAM MODE AND ANIMATION MODE,with In Stock,BENQ  BL2711U 27 INCH PROFESSIONAL DESIGN MONITOR WITH 4K (3840X2160 UHD) IPS PANEL 100% SRGB CAD/CAM MODE AND ANIMATION MODE,1061.3400,http://www.citywidetech.co.nz/p.aspx?63143,
Computer Systems,Desktops,Desktop PC,Intel,67220,INTEL NUC BOXNUC5CPYH INTEL CELERON N3050 WITH HDD SUPPORT,with In Stock,INTEL NUC BOXNUC5CPYH INTEL CELERON N3050 WITH HDD SUPPORT,235.2900,http://www.citywidetech.co.nz/p.aspx?63144,
Computer Systems,Computer Peripherals,Cable,Alogic,73527,ALOGIC 10m Blue CAT6 network Cable,with In Stock,ALOGIC 10m Blue CAT6 network Cable,11.9000,http://www.citywidetech.co.nz/p.aspx?63145,
Computer Systems,Computer Peripherals,Cable,Alogic,73856,ALOGIC 20m Blue CAT6 network Cable,with In Stock,ALOGIC 20m Blue CAT6 network Cable,21.8600,http://www.citywidetech.co.nz/p.aspx?63146,
Computer Systems,Portable Computers,Notebook,Acer,72521,ACER CHROMEBOOK C738T R11 11.6 TOUCH CELERON N3150 QUAD CORE 1.6GHZ 4GB 16GB SSD NO ODD GOOGLE CHROME OS 3 YEARS WTY (UPGRADED FROM 1YR STOCK),with In Stock,ACER CHROMEBOOK C738T R11 11.6 TOUCH CELERON N3150 QUAD CORE 1.6GHZ 4GB 16GB SSD NO ODD GOOGLE CHROME OS 3 YEARS WTY (UPGRADED FROM 1YR STOCK),542.6900,http://www.citywidetech.co.nz/p.aspx?63147,
Audio/Video Devices,,Headphones and Headsets,Corsair,70105,CORSAIR GAMING SERIES VOID RGB USB DOLBY 7.1 GAMING HEADSET - BLACK,with In Stock,CORSAIR GAMING SERIES VOID RGB USB DOLBY 7.1 GAMING HEADSET - BLACK,156.8600,http://www.citywidetech.co.nz/p.aspx?63148,
Software,,Software - Windows OS,Microsoft,64344,WINDOWS SERVER ESSENTIALS 2012 64BIT ENGLISH 1PK DSP OEI DVD 1-2CPU,with In Stock,WINDOWS SERVER ESSENTIALS 2012 64BIT ENGLISH 1PK DSP OEI DVD 1-2CPU,684.0900,http://www.citywidetech.co.nz/p.aspx?63149,
Software,,Software - Windows OS,Microsoft,73367,Windows Server Essentials 2016 64Bit English 1pk DSP OEI DVD 1-2CPU,Out of stock,Windows Server Essentials 2016 64Bit English 1pk DSP OEI DVD 1-2CPU,619.8500,http://www.citywidetech.co.nz/p.aspx?63150,
Computer Systems,Computer Components,Motherboards,Gigabyte,73518,GIGABYTE GA-AB350M-D3H MATX FOR AMD RYZEN SOCKET AM4. AMD B350 CHIPSET 4X DDR4-3200 M.2 SATA3USB 3.1 HDMI DVI-D VGA DP AMD CROSSFIRE SUPPORT,with In Stock,GIGABYTE GA-AB350M-D3H MATX FOR AMD RYZEN SOCKET AM4. AMD B350 CHIPSET 4X DDR4-3200 M.2 SATA3USB 3.1 HDMI DVI-D VGA DP AMD CROSSFIRE SUPPORT,158.1300,http://www.citywidetech.co.nz/p.aspx?63151,
Computer Systems,Computer Components,Motherboards,Gigabyte,75431,GIGABYTE GA-AB350M-GAMING 3 MATX MB WITH AMD RYZEN SOCKET AM4. AMD B350 CHIPSET 4X DDR4-3200 M.2 SATA3 USB3.1 - VGA DVI HDMI1.4,Out of stock,GIGABYTE GA-AB350M-GAMING 3 MATX MB WITH AMD RYZEN SOCKET AM4. AMD B350 CHIPSET 4X DDR4-3200 M.2 SATA3 USB3.1 - VGA DVI HDMI1.4,163.1900,http://www.citywidetech.co.nz/p.aspx?63152,
Computer Systems,Computer Components,Motherboards,Gigabyte,73435,GIGABYTE GA-AX370-GAMING 5 ATX FOR AMD RYZEN SOCKET AM4. AMD X370 CHIPSET 4X DDR4-3200 M.2 W/ U.2 CONNECTOR SATA3USB 3.1 TYPE-C HDMI 1.4 KILLER LAN,with In Stock,GIGABYTE GA-AX370-GAMING 5 ATX FOR AMD RYZEN SOCKET AM4. AMD X370 CHIPSET 4X DDR4-3200 M.2 W/ U.2 CONNECTOR SATA3USB 3.1 TYPE-C HDMI 1.4 KILLER LAN,360.5300,http://www.citywidetech.co.nz/p.aspx?63153,
Computer Systems,Computer Components,Motherboards,Gigabyte,73023,GIGABYTE GA-B250M-D3H MATX FORM FACTOR  INTEL KABY LAKE LGA11514X DDR4 UP TO 2400MHZ M.2 HDMI DVI-D VGA DP SATA 6GB/S USB 3.1,with In Stock,GIGABYTE GA-B250M-D3H MATX FORM FACTOR  INTEL KABY LAKE LGA11514X DDR4 UP TO 2400MHZ M.2 HDMI DVI-D VGA DP SATA 6GB/S USB 3.1,148.0100,http://www.citywidetech.co.nz/p.aspx?63154,
Computer Systems,Computer Components,Motherboards,Gigabyte,73029,GIGABYTE GA-H270N-WIFI  LGA 1151 INTEL H270 HDMI SATA 6GB/S USB 3.1 MINI ITX MOTHERBOARD,with In Stock,GIGABYTE GA-H270N-WIFI  LGA 1151 INTEL H270 HDMI SATA 6GB/S USB 3.1 MINI ITX MOTHERBOARD,242.8800,http://www.citywidetech.co.nz/p.aspx?63155,
Computer Systems,Computer Components,Motherboards,Gigabyte,74856,GIGABYTE AORUS GA-X299AORUS-GAMING3 MB WITH SOCKET 2066DDR4 2667RGB FUSION DIGITAL LED DUAL M.2 120DB SNR ALC1220 USB3.1,with In Stock,GIGABYTE AORUS GA-X299AORUS-GAMING3 MB WITH SOCKET 2066DDR4 2667RGB FUSION DIGITAL LED DUAL M.2 120DB SNR ALC1220 USB3.1,555.3400,http://www.citywidetech.co.nz/p.aspx?63156,
Computer Systems,Computer Components,Motherboards,Gigabyte,74857,GIGABYTE AORUS GA-X299AORUS-ULTRAGAMING MB WITH SOCKET 2066DDR4 2667 PCB LED DUAL M.2 120DB SNR ALC1220 USB3.1,with In Stock,GIGABYTE AORUS GA-X299AORUS-ULTRAGAMING MB WITH SOCKET 2066DDR4 2667 PCB LED DUAL M.2 120DB SNR ALC1220 USB3.1,719.7900,http://www.citywidetech.co.nz/p.aspx?63157,
Computer Systems,Computer Components,Motherboards,Gigabyte,73030,GIGABYTEGA-Z270-GAMINGK3  1151 7TH GEN DDR4 CROSSFIREX ATX MOTHERBOARD - BLACK,with In Stock,GIGABYTEGA-Z270-GAMINGK3  1151 7TH GEN DDR4 CROSSFIREX ATX MOTHERBOARD - BLACK,271.9800,http://www.citywidetech.co.nz/p.aspx?63158,
Computer Systems,Computer Components,Motherboards,Gigabyte,75717,GIGABYTE GA-Z370AORUS-GAMING7  ATX  MB WITH SUPPORT INTEL 8TH GEN COFFEE LAKE CPUTRIPLE M.2 WITH THERMAL GUARDRGB FUSION,Out of stock,GIGABYTE GA-Z370AORUS-GAMING7  ATX  MB WITH SUPPORT INTEL 8TH GEN COFFEE LAKE CPUTRIPLE M.2 WITH THERMAL GUARDRGB FUSION,504.7400,http://www.citywidetech.co.nz/p.aspx?63159,
Computer Systems,Computer Components,Motherboards,Gigabyte,75715,GIGABYTE GA-Z370-HD3 INTEL Z370  ATX MB WITH SUPPORT 8TH GEN COFFEE LAKE CPUM.2 RGB FUSION,with In Stock,GIGABYTE GA-Z370-HD3 INTEL Z370  ATX MB WITH SUPPORT 8TH GEN COFFEE LAKE CPUM.2 RGB FUSION,251.7400,http://www.citywidetech.co.nz/p.aspx?63160,
Computer Systems,Desktops,Desktop PC,Gigabyte,74716,GIGABYTE BRIX GB-BPCE-3455 ULTRA COMPACT PC WITH INTEL  J3455 1 X HDMI 2 X USB 3.0 SUPPORT 2 X DDR3L AND 1X 2.5 SATA3 HDD/SSD BRACKET INCLUDED,with In Stock,GIGABYTE BRIX GB-BPCE-3455 ULTRA COMPACT PC WITH INTEL  J3455 1 X HDMI 2 X USB 3.0 SUPPORT 2 X DDR3L AND 1X 2.5 SATA3 HDD/SSD BRACKET INCLUDED,264.3900,http://www.citywidetech.co.nz/p.aspx?63161,
Network,,Networking - Switch,Netgear,75427,NETGEAR GC110 INSIGHT MANAGED 8-PORT GIGABIT ETHERNET SMART CLOUD SWITCH WITH 2 SFP FIBER PORTS,with In Stock,NETGEAR GC110 INSIGHT MANAGED 8-PORT GIGABIT ETHERNET SMART CLOUD SWITCH WITH 2 SFP FIBER PORTS,207.9200,http://www.citywidetech.co.nz/p.aspx?63162,
Network,,Networking - Switch,Netgear,71632,NETGEAR GSM4210P M4200-10MG-POE+ MULTIGIGABIT MANAGED LAYER 3 POE+ SWITCH (8 X 2.5G AND 2 X 10G SFP+),with In Stock,NETGEAR GSM4210P M4200-10MG-POE+ MULTIGIGABIT MANAGED LAYER 3 POE+ SWITCH (8 X 2.5G AND 2 X 10G SFP+),2135.4800,http://www.citywidetech.co.nz/p.aspx?63163,
Network,,Networking - Switch,Netgear,71635,NETGEAR GSM4328S M4300-28G 24-PORT FULLY MANAGED STACKABLE LAYER 3 SWITCH (24 X 1G PORTS WITH 2 X 10GBASE-T & 2 X SFP+),with In Stock,NETGEAR GSM4328S M4300-28G 24-PORT FULLY MANAGED STACKABLE LAYER 3 SWITCH (24 X 1G PORTS WITH 2 X 10GBASE-T & 2 X SFP+),1896.8800,http://www.citywidetech.co.nz/p.aspx?63164,
Network,,Networking - Switch,Netgear,71637,NETGEAR GSM4352PB M4300-52G-POE+ 48-PORT FULLY MANAGED STACKABLE LAYER 3 POE+ SWITCH (48 X 1G PORTS WITH 2 X 10GBASE-T & 2 X SFP+ 1000W PSU),with In Stock,NETGEAR GSM4352PB M4300-52G-POE+ 48-PORT FULLY MANAGED STACKABLE LAYER 3 POE+ SWITCH (48 X 1G PORTS WITH 2 X 10GBASE-T & 2 X SFP+ 1000W PSU),4402.1900,http://www.citywidetech.co.nz/p.aspx?63165,
Network,,Networking - Switch,Netgear,59306,NETGEAR PROSAFE 12-PORT FIBER GIGABIT L2+ MANAGED SWITCH WITH POE+,with In Stock,NETGEAR PROSAFE 12-PORT FIBER GIGABIT L2+ MANAGED SWITCH WITH POE+,1032.6200,http://www.citywidetech.co.nz/p.aspx?63166,
Network,,Networking - Switch,Netgear,54866,NETGEAR GSM7224 PROSAFE 24-PORT L2 MANAGED GIGABIT SWITCH,with In Stock,NETGEAR GSM7224 PROSAFE 24-PORT L2 MANAGED GIGABIT SWITCH,608.2100,http://www.citywidetech.co.nz/p.aspx?63167,
Computer Systems,Computer Peripherals,Cable,Alogic,73573,ALOGIC SmartConnect 2m Mini DisplayPort to DVI-D Cable Male to Male,with In Stock,ALOGIC SmartConnect 2m Mini DisplayPort to DVI-D Cable Male to Male,23.7400,http://www.citywidetech.co.nz/p.aspx?63168,
Computer Systems,Computer Peripherals,Cable,Alogic,73956,ALOGIC 3m Mini DisplayPort to DVI-D Cable  Male to Male,with In Stock,ALOGIC 3m Mini DisplayPort to DVI-D Cable  Male to Male,24.3900,http://www.citywidetech.co.nz/p.aspx?63169,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73962,ALOGIC 20cm ACTIVE Mini DisplayPort 1.2 to HDMI Adapter Male to Female Supports 4K@60Hz,with In Stock,ALOGIC 20cm ACTIVE Mini DisplayPort 1.2 to HDMI Adapter Male to Female Supports 4K@60Hz,26.1900,http://www.citywidetech.co.nz/p.aspx?63170,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,74109,ALOGIC Premium 15cm Mini DisplayPort to HDMI Adapter  Male to Female  BLACK,Out of stock,ALOGIC Premium 15cm Mini DisplayPort to HDMI Adapter  Male to Female  BLACK,17.3100,http://www.citywidetech.co.nz/p.aspx?63171,
Computer Systems,Computer Peripherals,Cable,Alogic,73970,ALOGIC SmartConnect 3m Mini DisplayPort to VGA Cable  Male to Male,with In Stock,ALOGIC SmartConnect 3m Mini DisplayPort to VGA Cable  Male to Male,32.6000,http://www.citywidetech.co.nz/p.aspx?63172,
Computer Systems,Computer Components,Power Supplies,Rapoo,70073,RAPOO P100 10400mAh POWER BANK-BLACK,with In Stock,RAPOO P100 10400mAh POWER BANK-BLACK,29.1000,http://www.citywidetech.co.nz/p.aspx?63173,
Computer Systems,Computer Components,Server Board,Asus,73278,ASUS P10S WS INTEL C236 1151 ATX 4XDDR4-2133 PCI-E3.0 USB3.1 SATA3 M.2 RAID HDMI/DVI-D/DISPLAY PORT,with In Stock,ASUS P10S WS INTEL C236 1151 ATX 4XDDR4-2133 PCI-E3.0 USB3.1 SATA3 M.2 RAID HDMI/DVI-D/DISPLAY PORT,449.0800,http://www.citywidetech.co.nz/p.aspx?63174,
Computer Systems,Computer Components,Cases,FSP,71069,FSP P2000 WINDOW PANEL MID TOWER CASE (NO PSU) WITH 2 X USB 3.0DUST FILTERS FOR TOP AND FRONT 12CM REAR FANSUPPORT 410 MM VGA CARD,with In Stock,FSP P2000 WINDOW PANEL MID TOWER CASE (NO PSU) WITH 2 X USB 3.0DUST FILTERS FOR TOP AND FRONT 12CM REAR FANSUPPORT 410 MM VGA CARD,65.7800,http://www.citywidetech.co.nz/p.aspx?63175,
Computer Systems,Computer Components,Power Supplies,Rapoo,72156,RAPOO P20 5000mAh SUPER SLIM POWER BANK-BLACK,with In Stock,RAPOO P20 5000mAh SUPER SLIM POWER BANK-BLACK,20.2400,http://www.citywidetech.co.nz/p.aspx?63176,
Computer Systems,Portable Computers,Notebook - Commercial,Acer,72675,ACER TRAVELMATE P259-M-3479 NOTEBOOK 15.6 I3-6100U 4GB 500GB DVDRW WIN10 PRO 64-BIT 1 YR WAR,with In Stock,ACER TRAVELMATE P259-M-3479 NOTEBOOK 15.6 I3-6100U 4GB 500GB DVDRW WIN10 PRO 64-BIT 1 YR WAR,843.7600,http://www.citywidetech.co.nz/p.aspx?63177,
Software,,Software - Windows OS,Microsoft,73362,Windows Server Datacenter 2016 64Bit English 1pk DSP OEI DVD 16 Core,Out of stock,Windows Server Datacenter 2016 64Bit English 1pk DSP OEI DVD 16 Core,8190.8800,http://www.citywidetech.co.nz/p.aspx?63178,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,75407,ALOGIC RJ11 Inline Filter Splitter - Male  to Female,Out of stock,ALOGIC RJ11 Inline Filter Splitter - Male  to Female,10.9400,http://www.citywidetech.co.nz/p.aspx?63179,
Computer Systems,Computer Components,Cases,Aerocool,70986,AEROCOOL AERO-1000 - BLACK MIDI TOWE CASE WITH WINDOW SIDE PANEL  DUAL USB 3.0 PORTS AND HD AUDIO  2X120MM FRONT AND 1X120MM REAR (NO PSU),with In Stock,AEROCOOL AERO-1000 - BLACK MIDI TOWE CASE WITH WINDOW SIDE PANEL  DUAL USB 3.0 PORTS AND HD AUDIO  2X120MM FRONT AND 1X120MM REAR (NO PSU),150.5400,http://www.citywidetech.co.nz/p.aspx?63180,
Network,,Networking - Switch,Netgear,66946,NETGEAR AFT603 M6100 SERIES 3-SLOT FAN TRAY,with In Stock,NETGEAR AFT603 M6100 SERIES 3-SLOT FAN TRAY,194.1400,http://www.citywidetech.co.nz/p.aspx?63181,
Network,,Networking Accessory,Netgear,52632,NETGEAR AGM731F PROSAFE 1000BASE-SX SFP GBIC MODULE,with In Stock,NETGEAR AGM731F PROSAFE 1000BASE-SX SFP GBIC MODULE,162.0100,http://www.citywidetech.co.nz/p.aspx?63182,
Network,,Networking Accessory,Netgear,52607,NETGEAR AGM732F PROSAFE 1000BASE-LX SFP GBIC MODULE,with In Stock,NETGEAR AGM732F PROSAFE 1000BASE-LX SFP GBIC MODULE,301.4400,http://www.citywidetech.co.nz/p.aspx?63183,
Computer Systems,Portable Computers,Tablet Accessory,Targus,63772,TARGUS SLIM STYLUS - RED,with In Stock,TARGUS SLIM STYLUS - RED,11.4900,http://www.citywidetech.co.nz/p.aspx?63184,
Computer Systems,Portable Computers,Tablet Accessory,Targus,73431,TARGUS SMOOTH GLIDE STANDARD STYLUS (BLACK),with In Stock,TARGUS SMOOTH GLIDE STANDARD STYLUS (BLACK),15.8400,http://www.citywidetech.co.nz/p.aspx?63185,
Network,,Networking Accessory,Netgear,52650,NETGEAR ANT2409 9DBI OMNIDIRECTIONAL CEILING ANTENNA,with In Stock,NETGEAR ANT2409 9DBI OMNIDIRECTIONAL CEILING ANTENNA,248.5600,http://www.citywidetech.co.nz/p.aspx?63186,
Computer Systems,Computer Peripherals,Computer Accessories,Laser,59429,LASER LCD ARM MULTIPLE SCREEN ROTATABLE 24,with In Stock,LASER LCD ARM MULTIPLE SCREEN ROTATABLE 24,151.1700,http://www.citywidetech.co.nz/p.aspx?63187,
Computer Systems,Computer Components,Power Supplies,Lenovo,61305,LENOVO 0A36317 THINKPAD BATTERY 67+ (6 CELL),with In Stock,LENOVO 0A36317 THINKPAD BATTERY 67+ (6 CELL),134.8000,http://www.citywidetech.co.nz/p.aspx?63188,
Computer Systems,Portable Computers,Notebook Accessory,Lenovo,63629,LENOVO THINKPAD BATTERY 57+ (6 CELL)-STANDARD 6 CELL 57WH for W541 W540 T440p T540p W540 L440 and L540,Out of stock,LENOVO THINKPAD BATTERY 57+ (6 CELL)-STANDARD 6 CELL 57WH for W541 W540 T440p T540p W540 L440 and L540,134.8000,http://www.citywidetech.co.nz/p.aspx?63189,
Computer Systems,Portable Computers,Notebook Accessory,Lenovo,58188,LENOVO (41U3196) THINKPAD BATTERY 33 (4 CELL),with In Stock,LENOVO (41U3196) THINKPAD BATTERY 33 (4 CELL),129.0300,http://www.citywidetech.co.nz/p.aspx?63190,
Computer Systems,Computer Components,Optical Drive/CD/DVD/Blu-ray,Asus,63510,ASUS BC-12D2HT 12X BLU-RAY READER + 16X DVDRW COMBO DRIVE SATA BLACK RETAIL BOX,with In Stock,ASUS BC-12D2HT 12X BLU-RAY READER + 16X DVDRW COMBO DRIVE SATA BLACK RETAIL BOX,99.9400,http://www.citywidetech.co.nz/p.aspx?63191,
Computer Systems,Computer Components,Cooling,Corsair,72529,CORSAIR HD120 RGB INDIVIDUALLY ADDRESSABLE LED STATIC PRESSURE FAN NO CONTROLLER,Out of stock,CORSAIR HD120 RGB INDIVIDUALLY ADDRESSABLE LED STATIC PRESSURE FAN NO CONTROLLER,47.5600,http://www.citywidetech.co.nz/p.aspx?63192,
Computer Systems,Computer Components,Cooling,Corsair,73795,CORSAIR HD140 RGB LED (SINGLE FAN NO CONTROLLER),with In Stock,CORSAIR HD140 RGB LED (SINGLE FAN NO CONTROLLER),57.9400,http://www.citywidetech.co.nz/p.aspx?63193,
Computer Systems,Computer Peripherals,Cable,Alogic,73609,ALOGIC 2m SmartConnect DisplayPort to HDMI Cable Male to Male,with In Stock,ALOGIC 2m SmartConnect DisplayPort to HDMI Cable Male to Male,21.6400,http://www.citywidetech.co.nz/p.aspx?63194,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73568,ALOGIC Premium 15cm DisplayPort to VGA Adapter Male to Female,with In Stock,ALOGIC Premium 15cm DisplayPort to VGA Adapter Male to Female,28.4200,http://www.citywidetech.co.nz/p.aspx?63195,
Computer Systems,Computer Components,Cases,Aerocool,70274,Aerocool DS Cube Side Window Panel,with In Stock,Aerocool DS Cube Side Window Panel,18.9800,http://www.citywidetech.co.nz/p.aspx?63196,
Computer Systems,Computer Components,Sound Card,Asus,75242,ASUS ESSENCE STX II 7.1 WITH 7.1 CHANNEL HI-FI QUALITY SOUND CARD,with In Stock,ASUS ESSENCE STX II 7.1 WITH 7.1 CHANNEL HI-FI QUALITY SOUND CARD,512.3300,http://www.citywidetech.co.nz/p.aspx?63197,
Displays,,Monitor,BenQ,74569,BENQ EW2770QZ 27 INCH 2K(2560X1440) QHD MONITOR WITH IPS PANEL100% SRGB 5MS RTBI TECHLOW BLUE LIGHT TECH,Out of stock,BENQ EW2770QZ 27 INCH 2K(2560X1440) QHD MONITOR WITH IPS PANEL100% SRGB 5MS RTBI TECHLOW BLUE LIGHT TECH,745.0900,http://www.citywidetech.co.nz/p.aspx?63198,
Displays,,Monitor,BenQ,74570,BENQ EW3270ZL 32 INCH 2K (2560x1440 ) WQHD MONITOR WITH AMVA+ PANEL100% SRGB4 MS RTBI TECHLOW BLUE LIGHT PLLUS TECH,with In Stock,BENQ EW3270ZL 32 INCH 2K (2560x1440 ) WQHD MONITOR WITH AMVA+ PANEL100% SRGB4 MS RTBI TECHLOW BLUE LIGHT PLLUS TECH,820.9900,http://www.citywidetech.co.nz/p.aspx?63199,
Network,,Networking - Router,Netgear,63872,NETGEAR EX6100 DUAL BAND WIRELESS AC750 WIFI RANGE EXTENDER,with In Stock,NETGEAR EX6100 DUAL BAND WIRELESS AC750 WIFI RANGE EXTENDER,165.9900,http://www.citywidetech.co.nz/p.aspx?63200,
Computer Systems,Computer Components,Power Supplies,Inwin,73003,INWIN FORCE SERIES F2 600W 80 PLUS BRONZE POWER SUPPLY,with In Stock,INWIN FORCE SERIES F2 600W 80 PLUS BRONZE POWER SUPPLY,94.8800,http://www.citywidetech.co.nz/p.aspx?63201,
Computer Systems,Portable Computers,Notebook,Asus,74871,ASUS VIVOBOOK MAX F541NA-GO466T 15.6" HD INTEL N3350 CPU 4GB MEMORY 128GB SSD WIN10 1 YEAR WARRANTY - BLACK,with In Stock,ASUS VIVOBOOK MAX F541NA-GO466T 15.6" HD INTEL N3350 CPU 4GB MEMORY 128GB SSD WIN10 1 YEAR WARRANTY - BLACK,567.9900,http://www.citywidetech.co.nz/p.aspx?63202,
Computer Systems,Computer Components,Power Supplies,FSP,75473,FSP HYDRO PTM 750W FULL MODULAR PSU WITH 80+ PLATINUM HIGH EFFICIENCY=92% ACTIVE PFC=99%MEPS READY 10 YEARS WARRANTY,Out of stock,FSP HYDRO PTM 750W FULL MODULAR PSU WITH 80+ PLATINUM HIGH EFFICIENCY=92% ACTIVE PFC=99%MEPS READY 10 YEARS WARRANTY,226.4400,http://www.citywidetech.co.nz/p.aspx?63203,
Computer Systems,Computer Peripherals,UPS,Eaton,72507,HR1234WFR - CSB 12V 34W 9Ah Battery,with In Stock,HR1234WFR - CSB 12V 34W 9Ah Battery,34.0300,http://www.citywidetech.co.nz/p.aspx?63204,
Computer Systems,Computer Peripherals,Keyboard,Kingston,73134,KINGSTON HYPERX ALLOY FPS MECHANICAL GAMING KEYBOARD - CHERRY BLUE SWITCH,with In Stock,KINGSTON HYPERX ALLOY FPS MECHANICAL GAMING KEYBOARD - CHERRY BLUE SWITCH,153.0700,http://www.citywidetech.co.nz/p.aspx?63205,
Computer Systems,Computer Peripherals,Computer Accessories,Kingston,74438,KINGSTON HYPERX FURY S PRO GAMING MOUSE PAD (EXTRA LARGE),Out of stock,KINGSTON HYPERX FURY S PRO GAMING MOUSE PAD (EXTRA LARGE),32.8900,http://www.citywidetech.co.nz/p.aspx?63206,
Audio/Video Devices,,Mobile Accessory,Laser,65495,LASER  RETRACTABLE APPLE MFI LIGHTNING CABLE - PINK,with In Stock,LASER  RETRACTABLE APPLE MFI LIGHTNING CABLE - PINK,7.4600,http://www.citywidetech.co.nz/p.aspx?63207,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73951,ALOGIC 3in1 Mini DisplayPort to DisplayPort HDMI DVI Adapter  Male to 3 Female,with In Stock,ALOGIC 3in1 Mini DisplayPort to DisplayPort HDMI DVI Adapter  Male to 3 Female,25.7600,http://www.citywidetech.co.nz/p.aspx?63208,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73954,ALOGIC Elements 20cm Mini DisplayPort to DVI Adapter  Male to Female  Black,with In Stock,ALOGIC Elements 20cm Mini DisplayPort to DVI Adapter  Male to Female  Black,12.6500,http://www.citywidetech.co.nz/p.aspx?63209,
Computer Systems,Computer Components,Graphics Card,Lenovo,61756,LENOVO NVIDIA NVS 310 GRAPHICS CARD  (48 CORES 512MB DDR3 DUAL DISPLAYPORT),with In Stock,LENOVO NVIDIA NVS 310 GRAPHICS CARD  (48 CORES 512MB DDR3 DUAL DISPLAYPORT),210.0700,http://www.citywidetech.co.nz/p.aspx?63210,
